ID,YearsExperience,Salary
2503,8.9,104158.4
2504,6.9,89984.1
2505,10.6,128572
2506,2.4,36330.2
2507,9.7,128335.6
2508,2.4,45689.8
2509,9.7,105531.9
2510,4,63848.1
2511,10.6,125658.4
2512,11.4,131973
2513,2.6,55308.2
2514,6.1,86572.8
2515,11.8,137937.1
2516,6.3,87065.4
2517,10.5,123480
2518,7.5,105425.2
2519,5.1,65041.8
2520,4.1,64786.2
2521,3.2,55786.7
2522,9.4,118034.6
2523,5.3,69760
2524,6.6,77694.3
2525,6.4,86352.1
2526,7.4,95878.7
2527,10.5,132604.4
2528,11.8,129141.7
2529,5.5,83123.5
2530,10.1,133557.1
2531,9.4,111658
2532,7.3,86697.2
2533,11.5,131403
2534,3.2,55215.7
2535,2.2,48808.9
2536,10.4,119760
2537,5.8,88644.3
2538,10.3,116107.7
2539,10.8,117408.8
2540,1.7,46979.4
2541,10.7,113414.2
2542,5.9,79759.2
2543,6.6,104791.6
2544,7.9,99364.8
2545,11.2,124327.8
2546,1.2,35964.3
2547,6.2,83581.7
2548,8.6,106684.9
2549,8.9,113126.6
2550,8.6,100475.9
2551,2.5,57709.5
2552,4.3,66790.9
2553,4.9,75650.7
2554,9.8,114406.4
2555,4.1,70468.6
2556,3.3,54763.4
2557,11.5,135376.5
2558,1.1,30001.5
2559,12,132446.3
2560,8.4,108501.9
2561,10.1,117936.5
2562,4.2,60149.1
2563,1.2,32189.5
2564,9.1,114907.9
2565,10.2,117489.5
2566,9.1,110612.4
2567,2.6,49231.4
2568,9.3,101894.8
2569,9.5,106000.7
2570,8.2,104633.6
2571,9.4,109814.1
2572,10.3,128140.6
2573,7.7,103488.5
2574,2,47530.2
2575,6.4,95163.1
2576,1.9,41905.1
2577,5.5,80290.7
2578,5.5,73348.7
2579,1.7,54873.6
2580,4.8,81650.5
2581,2.2,45902.8
2582,9.9,120475.7
2583,11.4,140411.2
2584,1.8,40992.6
2585,11.5,129910.1
2586,6.7,93507.2
2587,4.3,65876.5
2588,1.8,43311.3
2589,6.5,81672.6
2590,9.7,107282.4
2591,8.8,109120
2592,1.6,44579.7
2593,1.8,40613.6
2594,5.4,84209.2
2595,4.2,61057.1
2596,3.6,52556.5
2597,4.1,63132.5
2598,9.8,117358
2599,11.2,135196.7
2600,5.5,72074.8
2601,11,136138.4
2602,4.5,78716.6
2603,6.2,83604.7
2604,3.5,64782.2
2605,8,94967.4
2606,11.8,142075.5
2607,7.6,102887.4
2608,4.9,76321.2
2609,8.1,101551.5
2610,2.4,30555.4
2611,10.8,123085.3
2612,6.5,83093.4
2613,5.9,75537.4
2614,7.4,95882.1
2615,7.9,96901.3
2616,1.8,37148
2617,8.5,99335.1
2618,3.7,55445.7
2619,8.9,114784.7
2620,10,116103.8
2621,9.8,114989.7
2622,7.1,89176.5
2623,6.7,90265.3
2624,2.6,51701.4
2625,9.5,97869.2
2626,4,68224.1
2627,6.5,93961.7
2628,4.1,57975.6
2629,2.5,42772.4
2630,7.9,97222.6
2631,1.6,35718.3
2632,9.2,113371.7
2633,4.5,56426.1
2634,1,28060.7
2635,6.6,96037.1
2636,1.5,33977.8
2637,4,69959.2
2638,8.8,109775.1
2639,1.7,30697.2
2640,10.2,125099.8
2641,1,34037.2
2642,3.7,57408.4
2643,9.1,112684.6
2644,4.5,69828.5
2645,2.1,48846.7
2646,5,78333.2
2647,4,64687.7
2648,10.3,114205.1
2649,4.4,64221.9
2650,9.7,132765
2651,10.8,131059.3
2652,5.8,92642.4
2653,11,136689.7
2654,5.2,74872.4
2655,11.6,136199.2
2656,2,43375.2
2657,8.6,95995.6
2658,6.4,85730.8
2659,5.3,81364.2
2660,8,96715.1
2661,8.7,109767.5
2662,1,39513.9
2663,2.8,46565.9
2664,8.8,105895.3
2665,8.3,97876.4
2666,11.6,130120.8
2667,9.4,106207.4
2668,11.5,128095.2
2669,8.7,115264.6
2670,4.3,60161.2
2671,2.2,45958
2672,9.6,112756.3
2673,8.1,107849.5
2674,1.5,46639.1
2675,5,76557.2
2676,11.5,135469
2677,6.5,85022.5
2678,5.8,72615.2
2679,6,92744.1
2680,3.3,51763.3
2681,5.1,76336.2
2682,5.1,78665.2
2683,1.6,36635.3
2684,9.4,119891.1
2685,5.6,81867.1
2686,10,129426.2
2687,10.4,120066.9
2688,3.3,49144.2
2689,8.2,99803
2690,6.2,84559.6
2691,10.7,126115.6
2692,3.4,54524.2
2693,8.5,94080.2
2694,7.7,100104.7
2695,4.2,76024
2696,2.5,51093.9
2697,8.2,105442.1
2698,9.1,114276.2
2699,4.5,69327.8
2700,8.1,106538.1
2701,5.3,77582.8
2702,8.8,106687.2
2703,3.2,50555.3
2704,10.8,125443.3
2705,4.2,65930.9
2706,5,70761.8
2707,1.6,42094.6
2708,2.2,48345.6
2709,6.7,92581
2710,3.9,69287.7
2711,10.2,121582.2
2712,1.2,28512.4
2713,5.2,71775
2714,4.7,69611.5
2715,1.2,26041.6
2716,2.4,54991.7
2717,5.6,78092.3
2718,6.4,87663.8
2719,5.4,83960
2720,6.8,85965.1
2721,7.5,99371.9
2722,1.1,34715.4
2723,6.1,81511.2
2724,11.6,130135.4
2725,6.7,97565.5
2726,8.5,102628.6
2727,4.4,70627.7
2728,9.5,104269.1
2729,9.5,121241.6
2730,6.7,94370.7
2731,11.7,136299.2
2732,2.4,46080
2733,1.2,38296.7
2734,9.5,127154.8
2735,9.9,108341.5
2736,2.3,51166.8
2737,3.9,56807.6
2738,1.2,36011.3
2739,4.2,63401.3
2740,9.5,112270.7
2741,6.7,88081.4
2742,4.8,64140.2
2743,5.1,78695.5
2744,1,24405.9
2745,4.3,68480.7
2746,8.1,99671.3
2747,11.7,129017.4
2748,10.3,123481.5
2749,1.3,28044.3
2750,10.9,127925.2
2751,9.6,107754.5
2752,9.6,117997.4
2753,6,76737.6
2754,5.4,73148.7
2755,4.3,67429.9
2756,1.7,36807
2757,3.5,57699
2758,3.7,51467.1
2759,6.3,88145.6
2760,9.2,121864.1
2761,6.2,99164.6
2762,1.6,40820.9
2763,11.5,138267.7
2764,11.4,122336.6
2765,9.6,124321.6
2766,11.9,141687
2767,7,88190.7
2768,11.6,141295.9
2769,1.8,40734.2
2770,5,69749.2
2771,3.5,60384.5
2772,3.2,48708.6
2773,2.5,54647.5
2774,7.8,93092.6
2775,9.6,109644.3
2776,7.4,89325
2777,2.6,53822
2778,9.9,115165.1
2779,8,92867.3
2780,5.3,71260.8
2781,8.4,104194.5
2782,3.9,54711.1
2783,4.8,63740.5
2784,11.1,141476.9
2785,4.2,59683.7
2786,6.2,81346.8
2787,10.8,124774.3
2788,8.8,105509.2
2789,1.7,44238.8
2790,2.6,54912.3
2791,1.1,33402.4
2792,7.9,92967.8
2793,5.9,87960.3
2794,2.5,47722.8
2795,11.5,143551
2796,6.8,76798.6
2797,3.7,60535.6
2798,6.5,97064.6
2799,8.5,102968.9
2800,1.8,40962.2
2801,4,64506
2802,9.9,115057.1
2803,6.1,80335
2804,7,89225.5
2805,5.8,75780.6
2806,1.5,45733.4
2807,2.8,54106.1
2808,5.9,82013.5
2809,3.3,60564.5
2810,1.5,38015.2
2811,10.3,117665.8
2812,11.8,132922.8
2813,9.7,116755
2814,10.4,117125.6
2815,3.7,56654.1
2816,11.6,131268.8
2817,3.2,66649.1
2818,11.5,117687.6
2819,11.9,136704.7
2820,8.8,117931.6
2821,11.8,136969
2822,7.3,97714.7
2823,3.9,61835.6
2824,5.8,75991.9
2825,7.5,83461.7
2826,1.8,43043.9
2827,7.8,94653.2
2828,11.8,131815.7
2829,3.1,51269.4
2830,9.7,126445.4
2831,11,142121.8
2832,11.4,133610.2
2833,11.6,131504.8
2834,6.7,81920.6
2835,11.8,138509
2836,9.3,122990.3
2837,2.8,49720.7
2838,6.2,70568.3
2839,8.9,112715.3
2840,3.7,65519.5
2841,8,92021.7
2842,8.3,104577.9
2843,2.8,53734
2844,7.2,92629.7
2845,9.5,110086.4
2846,6.5,91839.3
2847,1.1,33300.6
2848,1.1,26932.5
2849,4.9,59950.5
2850,11.2,137626.3
2851,3.5,61517.4
2852,8,100731.9
2853,3.4,54920.8
2854,4.5,64777.4
2855,10.3,116436.2
2856,9,107650.3
2857,2,32359.3
2858,5.7,74745.4
2859,1.3,35591.6
2860,6.3,87697
2861,8.3,102934.6
2862,2.3,51061.7
2863,4.2,71872
2864,5.4,81570.4
2865,11.1,132514.1
2866,11.9,137612.9
2867,1.5,33482.1
2868,9.4,117542.4
2869,5.1,82331.9
2870,5.3,77007.1
2871,9.3,123425.1
2872,11.1,121237.1
2873,11.5,126692.6
2874,7.3,99072.1
2875,4.9,72898.7
2876,9.7,123510.3
2877,3.8,60303.1
2878,7.2,88079.7
2879,4.9,70377.8
2880,8.2,93983.8
2881,3.6,52976.4
2882,3.1,59652.1
2883,11.1,134629.4
2884,2.1,46910.5
2885,6.6,77267.9
2886,3.4,55251.5
2887,1.4,31494.7
2888,1.4,44621.5
2889,2.9,49248.2
2890,10.5,118327
2891,4.1,63828.3
2892,11.5,129518.2
2893,7.4,103054.7
2894,5.8,75574.9
2895,7.4,86773.6
2896,6.7,75969.6
2897,9.3,113000.5
2898,4.1,60521.2
2899,4.9,63007.1
2900,10.8,133889.1
2901,11.4,136413.2
2902,10.8,126921.4
2903,5.6,85529
2904,9.6,119121.7
2905,6.2,79211.6
2906,6.5,80205.8
2907,3.3,60148.8
2908,7.5,97962.4
2909,3,54596.1
2910,4.6,64030.5
2911,10.4,126577.8
2912,3.3,51598.8
2913,1.8,41124.7
2914,1.8,49562.8
2915,11.3,128396.9
2916,6.6,78196.1
2917,5.5,70970.5
2918,9.9,124148.8
2919,10.2,122606.4
2920,4.7,68108.6
2921,8.6,103552.6
2922,9.5,117170.2
2923,8.2,97600.6
2924,2.7,51765.7
2925,10.6,121256.6
2926,6.9,85317.1
2927,4.1,60096.2
2928,5.7,76401.1
2929,1.4,37930.6
2930,2.4,48906.5
2931,9.4,93250.9
2932,1,29783
2933,5.6,75410.3
2934,6.7,97029.2
2935,1.6,33938
2936,11.7,136359.6
2937,3.5,66164.1
2938,4.3,58577.3
2939,4.3,68096
2940,3.5,53763.5
2941,1,31629.4
2942,9,105622.2
2943,11.6,130708.7
2944,3.5,72834.4
2945,8.3,107943.9
2946,9.2,117578.9
2947,10.3,125242.9
2948,5.6,69248
2949,4.3,67996.3
2950,4.6,74112.3
2951,8.8,103602.6
2952,10,124600.2
2953,3,57115.5
2954,5.1,83214
2955,10.9,125718.2
2956,9.9,112015.7
2957,11.8,134651.5
2958,9.3,120729.7
2959,5.3,64946.1
2960,7.5,84128.3
2961,8.3,103510.2
2962,1.9,39978.6
2963,7,90941.6
2964,8.8,113318
2965,2.8,48601.1
2966,9.6,104970.6
2967,7.4,106413.9
2968,11.5,127704.7
2969,1.5,32785.8
2970,3.9,68050.7
2971,7.6,94679.3
2972,4.3,64771
2973,8.9,111262
2974,9.3,119255.9
2975,2.1,43089.9
2976,6.7,96212.7
2977,6.6,75253.6
2978,5.1,76933.5
2979,11.3,126580.6
2980,10.1,127990.9
2981,8.7,107567.1
2982,8.9,104789.2
2983,6.1,86000
2984,11.1,135029.9
2985,8.6,110090.5
2986,9,104317.3
2987,10.5,121163.9
2988,4,62765
2989,9.9,117962.1
2990,3.1,58785.9
2991,4.8,58928.9
2992,4.7,71054.3
2993,11.8,134393.9
2994,10.4,118645.9
2995,8.7,103032.4
2996,9,108675.7
2997,7.2,72588
2998,11.4,128826.2
2999,6.5,80986.4
3000,5.2,76832.2
3001,2.8,46741.1
3002,9.6,114821
3003,9.1,119267.8
3004,5.2,79812.2
3005,1.3,41962.5
3006,10.2,118716.3
3007,1.1,38521.7
3008,8.7,106139.5
3009,11.7,134059.4
3010,5.8,82083.8
3011,3.6,55385.1
3012,8.8,115918.1
3013,10,118342.8
3014,7,94557.2
3015,11.6,142960.8
3016,1.6,45438.2
3017,6.6,78892.7
3018,8.9,111469
3019,10.5,128726.5
3020,3,57919
3021,9.8,111232.6
3022,7.1,88077.7
3023,5.4,81081.4
3024,2.4,43730.1
3025,10.5,122569.4
3026,2.7,59459
3027,4.4,66233.2
3028,4.2,60384.1
3029,10.6,119973.6
3030,8.4,106085.9
3031,9.8,109657.8
3032,3.8,58951.1
3033,7.9,101117
3034,7.3,100995.8
3035,10.2,124603.5
3036,11,124492.4
3037,1.1,42151.6
3038,8.4,102687.3
3039,1.6,32776.4
3040,7,90389.7
3041,4.2,72239.8
3042,4.4,67111.5
3043,4.9,71058.1
3044,7.8,108036.6
3045,4.7,61018.3
3046,9.1,103272.8
3047,5.4,67312.7
3048,1.8,43487.3
3049,9.6,116700.7
3050,4.1,72629.7
3051,5.8,80645.6
3052,8.5,103289.7
3053,4.7,68866.9
3054,1.6,40838.4
3055,5.1,63818.5
3056,11.4,147629.5
3057,8.1,103913.3
3058,8.4,105272.5
3059,8,103463.6
3060,3.2,58950.4
3061,5.6,76997.8
3062,9.3,108828.1
3063,2.1,48188
3064,4.1,65337.7
3065,4,58492.5
3066,5.8,87141.6
3067,11.8,137847.5
3068,1.7,45396.2
3069,6.7,96000.6
3070,3,53065.4
3071,11.7,136972
3072,2.2,50605.7
3073,5.4,72198.9
3074,9.1,111303.2
3075,8.8,108238.4
3076,5.7,72894.3
3077,4.8,83279.5
3078,5.4,67760.2
3079,3.9,54510.5
3080,3.3,62991.6
3081,6.3,88498.5
3082,4,56474.9
3083,4.2,67575.7
3084,8.2,110775.9
3085,11.7,134808
3086,7.6,111578.7
3087,1.8,32659.1
3088,1.8,46034.9
3089,11.5,139721.5
3090,4.3,70185.8
3091,2,42725.7
3092,7.6,94944.4
3093,7.9,101609.9
3094,8.1,106271.7
3095,3.9,65463.5
3096,1.2,41685
3097,11.6,128913.5
3098,3.8,59104.7
3099,8.4,99314.2
3100,8.8,105592.9
3101,7.7,103385.3
3102,4.4,67428.6
3103,4,77056.2
3104,7.6,97507.1
3105,10.5,124662.2
3106,11.4,133304.5
3107,2.2,41740.4
3108,2.7,50069.1
3109,11.4,138809.7
3110,9.1,111498
3111,10.7,121647.9
3112,3.2,50188.6
3113,7.5,92859.9
3114,8.7,107594.4
3115,8.5,111670.1
3116,5.5,69229.3
3117,1.2,34110
3118,7.4,95700.1
3119,3.8,50353.8
3120,6,76440.4
3121,11.5,130036.3
3122,5.4,71326.6
3123,10.2,122668.2
3124,3.1,52999
3125,8.4,101095
3126,11.7,138250.8
3127,2.1,54525.4
3128,1.1,44329.8
3129,5.8,68616.7
3130,2,47153.5
3131,9.2,111096.9
3132,11.1,130232.7
3133,5.8,77187.2
3134,3.8,61848.7
3135,5.8,80300.9
3136,9,106262.7
3137,1.1,30226.8
3138,7.5,93062.5
3139,7.7,99359.5
3140,8,103935.2
3141,3.7,64228.2
3142,8.9,105760.1
3143,2,45385.5
3144,3.2,60394.6
3145,10.7,132028.8
3146,9.1,110759.1
3147,1.2,34491.5
3148,3.7,61185.5
3149,3.4,50156.4
3150,4,61365.7
3151,3.7,64195.6
3152,1.7,44387.5
3153,6,80493.5
3154,9.1,111683
3155,7.7,92756.2
3156,8.4,108176.8
3157,1.9,42298.4
3158,11.5,131662.1
3159,10.2,119436.2
3160,9.9,117635.2
3161,10.1,117342.4
3162,11.3,134933.4
3163,7,88662.7
3164,3.2,64025.3
3165,7.8,106606.1
3166,9.2,106534.8
3167,9.1,111394.1
3168,6.7,84864.1
3169,1.8,39587.8
3170,5.1,84072.8
3171,11.1,128291.5
3172,7.4,97065.8
3173,6.9,93284.6
3174,4,56649.8
3175,5.1,67816.5
3176,10.8,120624.9
3177,8.3,98622.3
3178,9.7,100209.2
3179,6,84572.5
3180,7.9,111299.2
3181,3.7,60944.1
3182,8.8,99710.7
3183,5.7,75152.7
3184,5.9,77734.5
3185,8.1,96104.6
3186,11.3,136434.3
3187,1.7,45482.6
3188,10.1,113568.5
3189,4.2,68745.9
3190,5.9,88981.4
3191,1.2,47215.2
3192,4.3,81614.1
3193,6.5,81502.5
3194,1.6,55930.8
3195,6.4,83366.6
3196,11.2,127357.8
3197,2.2,47082.7
3198,9.4,110506.5
3199,5.5,79114.8
3200,8.2,95021.3
3201,3.9,60014.5
3202,2.8,58066.3
3203,2.8,50659.1
3204,1.8,42417.6
3205,3,56253.7
3206,8.3,109889.9
3207,10.7,116693.4
3208,10,122194.8
3209,8.5,104018.1
3210,2.2,46709.3
3211,4.2,70286.4
3212,4.4,59824.5
3213,3.7,54618.3
3214,6.7,77009.8
3215,6.9,86897.8
3216,4.9,78836.1
3217,4.9,70400.1
3218,10.1,112932.1
3219,9.7,113628.9
3220,4.4,57973.2
3221,11.1,122994
3222,11.5,135517.2
3223,4.6,61698.6
3224,4.9,77362.4
3225,6.6,86460.9
3226,11.4,132605.9
3227,10.6,123834.5
3228,2.1,49281.9
3229,5.3,79501.8
3230,7.1,93694.5
3231,6.5,89756.9
3232,3.1,53264.1
3233,10.4,126603.8
3234,8.4,102776.4
3235,10.2,121410.8
3236,10.4,122030.5
3237,9.2,109532.6
3238,5.8,76100.4
3239,7.7,100379.6
3240,2.8,58297
3241,8.4,110872.2
3242,3,45904.7
3243,8.6,113643.2
3244,3.5,56385.6
3245,2.3,49876.9
3246,2.8,46411.8
3247,1,35299.2
3248,8.9,110765.2
3249,9.1,102129
3250,6.7,91226.7
3251,2.8,58598.3
3252,1.9,42007
3253,1.2,43892.7
3254,2.8,50466.8
3255,10.8,131653.1
3256,3.7,46999.5
3257,4.9,84650.4
3258,2.2,53611.4
3259,3.4,55820.9
3260,6.7,77243.3
3261,7.7,99084.5
3262,3.7,51727.9
3263,1.6,42787
3264,5.3,77247.3
3265,3.6,53379.1
3266,3.4,63389.2
3267,11.6,138580.3
3268,7.8,103819.2
3269,7.1,92235
3270,5.6,69602.1
3271,5.7,84355
3272,6.9,89013.1
3273,8.7,98920
3274,8.7,114846.6
3275,2.9,63885.6
3276,6.5,86054
3277,5.5,89194.9
3278,10.6,125299.7
3279,7.9,97806.4
3280,6.9,86126.2
3281,2.3,55448
3282,7.7,92891.4
3283,2.3,50593.1
3284,4.7,66223.8
3285,2.6,46572.5
3286,8.6,112000.1
3287,3.3,53612.8
3288,5.3,72768.1
3289,10.9,133737.8
3290,3.2,64469.5
3291,6.6,90689.4
3292,5.6,74219.8
3293,1.2,33326.8
3294,9.7,117151.9
3295,1.8,43270.1
3296,6.2,78072.6
3297,7.2,96623.7
3298,7.9,100101
3299,8.6,96286.8
3300,3.8,55431.1
3301,1.1,32516.3
3302,9,109092.4
3303,6.9,100544.4
3304,10.2,122544.1
3305,10,114979.5
3306,10.3,123195.3
3307,6.3,82754.6
3308,4.7,70794.7
3309,9.7,119826.8
3310,6,87972.1
3311,3,53231.1
3312,10.4,132337.5
3313,10.7,131117.6
3314,6.1,78814.8
3315,1.8,54524.7
3316,5.3,76441.1
3317,9.8,113155.5
3318,10.9,137280.3
3319,3.2,67068.1
3320,1.7,41075.4
3321,10.7,122681.9
3322,5.3,73812.7
3323,7,94610.8
3324,11.6,142074
3325,1.7,44407.7
3326,8.1,102259.4
3327,1.8,50378.3
3328,5.1,71578.6
3329,9.8,123619.3
3330,5.8,77746.5
3331,12,140365.1
3332,7.1,91777.1
3333,4.5,67370.5
3334,3.4,55068.3
3335,4.9,78255.1
3336,5.1,68924.3
3337,1.8,37301.5
3338,5.1,84575.9
3339,6.1,88023.7
3340,9,96088.8
3341,8.2,99404
3342,8.8,97841.3
3343,1.1,29851.3
3344,3.4,39373.9
3345,8.3,102313.9
3346,6.3,78222.9
3347,1.1,35185.5
3348,9.8,108837.3
3349,9.5,115095
3350,7,88985.9
3351,1.7,49606
3352,9.4,121869.4
3353,7.4,99366.6
3354,9.6,113756.1
3355,9.3,123544.3
3356,9.8,109085.2
3357,6.7,80296.1
3358,2.5,48416.3
3359,8.4,116669.4
3360,7.8,97664.6
3361,9.2,110430.3
3362,2.9,43894
3363,3.1,59855.4
3364,10.8,132186
3365,9.2,116670.6
3366,11,125189.5
3367,9.3,109214.4
3368,7.6,89141
3369,8.2,102764
3370,10.8,120680.9
3371,7.4,87880.7
3372,8,97665.7
3373,2.7,47828.5
3374,6.2,80553.7
3375,8.9,111375.7
3376,4,62904.6
3377,3.2,53711
3378,4.5,67943.7
3379,3.7,53857.4
3380,3.4,57227
3381,5.7,79303.4
3382,11,120262.5
3383,6.6,92574.7
3384,3.1,48903.4
3385,1.8,42804.3
3386,8.7,113174.7
3387,5.2,79266.3
3388,10,119919.1
3389,8.3,100826.9
3390,9.8,122365.6
3391,4,66339.8
3392,8.6,102810.6
3393,3.9,57302.2
3394,11.3,120325.2
3395,8,101310.3
3396,4.6,67568.6
3397,4,68667.4
3398,3.1,56152.7
3399,8.6,113966.8
3400,3.4,53133.9
3401,7.5,102544.3
3402,3.9,58849.1
3403,8.3,107457.9
3404,10,110853.4
3405,9.6,116488.4
3406,9.4,102289.9
3407,3.1,52318
3408,2,45948.2
3409,8.7,104040.3
3410,5.1,66713.6
3411,5.8,83971.9
3412,1.3,36957.5
3413,3.9,58543.3
3414,1.4,38033.1
3415,10.7,140433.5
3416,3.7,66049.6
3417,7.1,98734.3
3418,1.4,40785.6
3419,8.3,104547.6
3420,4.6,54477.7
3421,10.9,123839.6
3422,10.8,123930.3
3423,4.6,57627.5
3424,10.9,121480.3
3425,12,126771.4
3426,10.1,119885.4
3427,10.3,126700.7
3428,3.7,66371.6
3429,7.3,96565.6
3430,1.7,35902
3431,2,33360.7
3432,12,128308.1
3433,4.6,61156
3434,9.2,107101
3435,9.9,117257.3
3436,10.4,117818.1
3437,12,139896.7
3438,3.7,58102.7
3439,1.4,38551.6
3440,5.5,83417.7
3441,2.4,41220.1
3442,1.2,38970.7
3443,5,71686.2
3444,9.6,113902.5
3445,7.2,98102.8
3446,4.4,71726.8
3447,8.2,97023.9
3448,3.6,57397.7
3449,1.2,37365.7
3450,9.4,112225.7
3451,7.9,102407.4
3452,9.4,115111.6
3453,1.4,48593.5
3454,10.2,112759
3455,7.8,98013
3456,7.2,87782.5
3457,7.9,102604.7
3458,10.5,115112.3
3459,7.5,97246.5
3460,7.4,91164.4
3461,11.9,133173.4
3462,9.3,104871.1
3463,5.9,77673.7
3464,8.8,113896.3
3465,5.3,74617.6
3466,3.5,61599.7
3467,7.6,105649.4
3468,11.2,132257.2
3469,11.2,127757
3470,4.8,72452
3471,6.8,86106.3
3472,3.3,53476.9
3473,12,129294.3
3474,11.8,141464.6
3475,8.1,99655.8
3476,9.8,118934.9
3477,8.9,102839.4
3478,7.5,98394.5
3479,1.6,35582.9
3480,6,80778.3
3481,8.4,109350.7
3482,8.5,109149.2
3483,5.1,72960.9
3484,11.4,122299.2
3485,2.8,68430.8
3486,6.5,96073.2
3487,8.6,110156.5
3488,8.7,102553.2
3489,8.1,101088.7
3490,4,59875.4
3491,2.7,57603.3
3492,8,101871.8
3493,7.6,92210.3
3494,3,50309.7
3495,8.8,113866.8
3496,6,90560.9
3497,8.3,112258.1
3498,10.2,125575.5
3499,2.9,50528.7
3500,1.2,18161.6
3501,9.6,116947.3
3502,7.7,97665.7
3503,8.7,107808.2
3504,10.2,121725.4
3505,9.8,110333.5
3506,11.6,137302.4
3507,6.9,93543.8
3508,6.4,88892.7
3509,5.4,81367.5
3510,2.7,53652.2
3511,7.3,91527.5
3512,4,62697.4
3513,11.1,130577.2
3514,7.4,95522.8
3515,7.5,101505.7
3516,4.9,74791.8
3517,1.6,51319
3518,1.3,49936.6
3519,5.7,78749.1
3520,1.9,21634
3521,7.7,104296.1
3522,10.7,122853.1
3523,10.7,121594.8
3524,8.2,100577.5
3525,3.3,53758
3526,10.5,127430.1
3527,10.7,117686.8
3528,3.2,48713.6
3529,9.1,112872.2
3530,4.2,67565.3
3531,9.8,121319.8
3532,12,133559.5
3533,1.3,31948.8
3534,10.9,124745.8
3535,7.8,100361.7
3536,11.7,143787.7
3537,6.1,71186.3
3538,10.3,121149.4
3539,1.7,33331.6
3540,4.7,59910.9
3541,1.7,46671.8
3542,11.7,138730.2
3543,10,121735.5
3544,10.4,128070.5
3545,11.3,129116.6
3546,1.9,40725.3
3547,5.2,86603.6
3548,1.8,40303.4
3549,3.3,60320.9
3550,3.5,58176.3
3551,6.2,72726.1
3552,4,50781.4
3553,2.1,41557.1
3554,2.8,57614.5
3555,2.6,54015.5
3556,11.7,140560.6
3557,9.4,107706.7
3558,11.6,143932.6
3559,5.8,74613.3
3560,4.1,64424.6
3561,9.8,117222.5
3562,4.6,67239.8
3563,4.3,72904.4
3564,3.6,54524
3565,2.4,40231.2
3566,3.8,61069.2
3567,4.9,68997.6
3568,8.4,123246
3569,1.7,44584.8
3570,3.3,53891.2
3571,9.9,112490
3572,2.6,39056
3573,4.8,64182.9
3574,10.5,124821.8
3575,2.7,58384.3
3576,1.9,49171.1
3577,6.3,85946.8
3578,4.3,63927.4
3579,7.2,94367.4
3580,9.8,114953.1
3581,2.5,58163.8
3582,7.4,93603.6
3583,6.6,86362.8
3584,2.6,36884.1
3585,7.9,98069.6
3586,4,67420.6
3587,6.4,79037.6
3588,1.9,38652.3
3589,6.1,86504.6
3590,4.4,57897.4
3591,10,125699.6
3592,1.6,37245.3
3593,5.6,75639.3
3594,6,75667.1
3595,9,111776.3
3596,7.3,107750.8
3597,8.3,108024.8
3598,9.5,110239
3599,10.5,130274.2
3600,4.5,65154.5
3601,6.9,97911.6
3602,10.2,126138
3603,11.9,120693
3604,10.8,121148.4
3605,5.1,78193.1
3606,3.1,55433.7
3607,6.4,79445.4
3608,9.2,107848.4
3609,6.4,74840.7
3610,6.3,84030.4
3611,10.2,133794.1
3612,5,76367.1
3613,10.5,135922.3
3614,5.5,81519.7
3615,4.6,74163.6
3616,6,92529.3
3617,9.4,115663.9
3618,2.4,46349
3619,3.2,60490.5
3620,11.5,141330.4
3621,2.9,49856.5
3622,7.2,89278.1
3623,7.4,95294.1
3624,6.4,89844.2
3625,8.1,105782.1
3626,3.5,50224.5
3627,7.1,102436.9
3628,5.1,69400
3629,8.3,101595.9
3630,2.6,43930.6
3631,7.3,108729.8
3632,3,54910.6
3633,4.1,58504.3
3634,3.4,61864
3635,3,57605.1
3636,10.1,119080.7
3637,4.1,68698
3638,11.2,126057.2
3639,11.7,132365.2
3640,7.3,82439.2
3641,2.6,41759.5
3642,5.1,83340.6
3643,9.8,126401
3644,5,72856.2
3645,2,52642.7
3646,7.1,91280.6
3647,10.3,120786.9
3648,9.8,117350.4
3649,2.9,51803.6
3650,8.4,103028.4
3651,3.4,63613.4
3652,3.4,57820.3
3653,10.6,129141.8
3654,3.7,66018.7
3655,3.9,63833.4
3656,1,28940.3
3657,10.6,117238.5
3658,9.7,117520
3659,7.9,98551.1
3660,9.3,112776.7
3661,2.7,50013.8
3662,6,96388.1
3663,4.9,63368.6
3664,2,32918.3
3665,6.3,86689.9
3666,11.1,127903.7
3667,1.4,40229.8
3668,4.2,67860.5
3669,3.3,63052.7
3670,3.6,50624.9
3671,11,125616.3
3672,6.1,85351.4
3673,6.1,87078.2
3674,9.4,125625.5
3675,2.7,55701.9
3676,6.4,84631.6
3677,5.7,74015.6
3678,7.6,93191.2
3679,12,134887.3
3680,9.5,117946.1
3681,5.4,77093.3
3682,10.1,112920
3683,2.9,49605.6
3684,1.3,42372.1
3685,3.2,57517
3686,4.7,72863.7
3687,6.6,89514.1
3688,7.8,107335.6
3689,11,130275.2
3690,6.6,85138.6
3691,6.5,81284.6
3692,1.6,40916.7
3693,1.4,24278.7
3694,7.1,90560.4
3695,5.8,78695.6
3696,10.2,113900.4
3697,2.8,45809.8
3698,1.3,41421.6
3699,5.9,82265.7
3700,3.6,59553.2
3701,1.5,41168.7
3702,9,110137.8
3703,2.2,52848.3
3704,7.7,98222.9
